282254652887010, 168144273482939, 150833010416365 @ -98, 305, 201
301012916200905, 193738605638969, 278125123789645 @ -89, 190, -133
352194038669679, 348780264907496, 435202693639378 @ 33, -49, -74
407288622579291, 351717471998433, 466303638828890 @ -7, -42, -78
252735489230466, 289269161739569, 225078036140833 @ 110, -10, 109
430170070507020, 205202014855579, 382888583015115 @ -61, 107, -28
395241250689174, 271743360716669, 328377110692465 @ -7, 35, 47
218298194652975, 276424631731649, 239909114023285 @ 105, -74, -141
510500849719535, 406962734754839, 345547110532740 @ -123, -104, 32
366901889107890, 385267457105309, 329417333251225 @ -270, -329, -275
311100604805735, 362616442889283, 282631330659736 @ 31, -112, 34
236389164774610, 257781356831975, 188685373789805 @ 6, -17, 17
244930747958179, 246408919108830, 220272347521184 @ -63, 29, -172
118932109948460, 46482809087689, 2169446318390 @ 312, 350, 444
268288944156670, 436179720022798, 210568077768911 @ 66, -291, 113
222513892414185, 264005071370219, 190639453804270 @ 11, -92, -90
452579530531585, 233345612910414, 428684985834345 @ -59, 75, -49
212686317641585, 271763237625514, 220384255105565 @ -51, -337, -765
444319928195580, 158120442121679, 339537455712980 @ -40, 148, 50
375798322099095, 251247038324864, 257351341054620 @ -7, 55, 108
276642077479880, 405861260851633, 260834887407976 @ 76, -186, 58
292303183047606, 262948214395937, 336580788592453 @ 108, 46, 53
314721983626655, 289928893696024, 268237838682100 @ 51, 5, 82
202197917242394, 242986066373955, 165191889832319 @ 102, 24, -27
267050200593439, 256198380793352, 432637365491249 @ 67, 37, -297
206237001343938, 227322950643852, 136493615519993 @ 14, 213, 255
218312791377510, 155449407797939, 262813280312365 @ 88, 435, -307
213580651698025, 291364628370064, 206384209558055 @ -95, -655, -699
438217357419300, 78161815391897, 142691291752381 @ -59, 242, 241
326117390868849, 300780664680494, 276098318928502 @ 23, -15, 58
451298353033388, 408075617757761, 202804331482875 @ -51, -98, 182
335845081924880, 310872826068959, 173855196832335 @ 45, -11, 206
330506686986682, 270139779739501, 268761001580449 @ -60, 9, -5
238407475974762, 266913625734093, 386427718714268 @ 134, 26, -136
196524352002298, 330525591447517, 296058374699170 @ 198, -78, -8
356873204947732, 339990424132035, 492958645205437 @ -293, -237, -827
412000739902185, 249510228728694, 413765699410065 @ -49, 57, -73
274487717279845, 320772656779033, 317802802218738 @ 21, -114, -156
420553978789548, 99759316072721, 399176363506759 @ -85, 246, -86
222135075092421, 253360091159741, 161975259573747 @ -13, -38, 69
219909713406318, 250284343701405, 174424347332153 @ -16, -24, -45
269073447965821, 189073067688814, 14701803360072 @ 9, 195, 558
222471604132740, 304533906226209, 184521304913320 @ -160, -714, -314
407195612723910, 269079217677389, 315965303517040 @ -46, 34, 38
275822894547454, 369189462657018, 249025889219389 @ -38, -309, -77
309812463311838, 362893866900375, 408403202769849 @ -148, -303, -565
219030713124091, 246145839983672, 167776783882483 @ 7, 13, 25
373059861262948, 259924601227108, 504757748859511 @ -188, 23, -551
466800775825350, 450754776575969, 501226132591813 @ -79, -150, -130
217092276632580, 253956924409734, 178035103062095 @ -40, -81, -147
193606363928098, 241438705946230, 157405702022291 @ 174, 21, -67
204880974350580, 148973056699259, 164134948843635 @ 128, 592, 89
357501632544732, 239295401349070, 502841613106882 @ 44, 69, -110
193601527042002, 103084605510713, 99955649113009 @ 204, 201, 283
241590417576456, 150804921210647, 304454353609639 @ 8, 416, -415
314557123713794, 323849721700017, 253248733039953 @ 45, -42, 95
282006190150275, 339238331044965, 300843044495994 @ -199, -382, -486
302316662163428, 317309916141976, 284604036611062 @ 28, -57, 10
280643118735493, 297445244348253, 198344622453251 @ -53, -102, 69
373354067821536, 345100939062241, 382609663706547 @ 29, -34, 8
369619652225043, 334304701585178, 316120495266961 @ 15, -33, 55
221141067997916, 257683033302529, 324918169173367 @ 145, 30, -140
239770763459346, 216387373390981, 280912332930089 @ 98, 119, -75
414636783115166, 140140846283267, 286398015432413 @ -60, 187, 69
385164578537773, 268707277746528, 493923674114552 @ -93, 23, -304
294425056128360, 485200794023129, 372375375120112 @ 56, -290, -96
348786166767690, 197171878443284, 507593211346255 @ -58, 139, -375
281490003511184, 381837329145523, 214548544846485 @ 55, -171, 117
209463544754634, 254093820996737, 167850564008857 @ 27, -88, -60
272409250657836, 338699762356669, 283520753070099 @ 53, -120, -30
166621688944179, 1429670200655, 226971391506424 @ 295, 916, -74
444686281243810, 470388787297521, 183841228637905 @ -119, -228, 187
227304038479984, 331014103434796, 252307249023258 @ 120, -153, -30
341971756492176, 435997245581000, 297449068595509 @ -128, -369, -109
516682910283664, 500484880987539, 554741397694837 @ -135, -205, -191
259041961806554, 255960324532943, 158048704040591 @ -126, -17, 144
348463742041032, 284190791546899, 511652421870317 @ -187, -45, -691
373854558545475, 180828606995474, 198544402941208 @ -159, 185, 124
197580941904216, 236975933187002, 176387723600704 @ 192, 73, 156
387055419699864, 226421368094213, 344473460050195 @ 8, 82, 37
406176518836578, 249687895138049, 353267256923281 @ -76, 55, -37
217306625337560, 227963327425269, 47429929365511 @ 156, 90, 421
438817742307338, 222876060274225, 394970193033137 @ -51, 86, -21
361770381288396, 308566055048127, 381021697356433 @ 5, -13, -41
216657052841848, 194882809871787, 208072897208729 @ 63, 317, -157
232089099608833, 234616077139838, 140934985675947 @ -27, 91, 225
245931796931772, 256084231881921, 256391579640115 @ 35, 14, -128
254192871383682, 306555373132562, 86198693105569 @ -50, -209, 455
437100035580422, 287047029601627, 248113760190517 @ -86, 12, 115
296284209295372, 285348053731009, 265391246460387 @ 28, -10, 29
317916518458270, 276620392863361, 164560817601187 @ -84, -18, 184
317793656164120, 104420541170219, 427589917123885 @ -60, 352, -365
195279025867846, 253566705538695, 160709999383198 @ 138, -208, -182
323174844425495, 474910623202199, 409600279764725 @ -51, -392, -285
213679700172040, 113591666429359, 215866531965965 @ 57, 909, -283
366541062850050, 254850206230577, 333294167257873 @ 16, 52, 34
299971315236354, 331065157484993, 422787188393329 @ 102, -19, -27
194593564934310, 219256124161489, 222163400502715 @ 170, 294, -755
206256374402739, 239377605836819, 136552753136800 @ 73, 60, 252
366630092655948, 399128250199567, 293692859841525 @ -40, -156, 27
228849424498200, 371467843416479, 199222959448645 @ 27, -569, -51
240064869124290, 12484396251289, 25223806573025 @ 62, 740, 579
551595246951027, 384571722266438, 270266090640409 @ -205, -97, 95
410817527256034, 299943407795852, 143958587306772 @ -18, 7, 240
420695626589915, 557724042660070, 224664972559569 @ -129, -397, 119
196864974163278, 228627735234533, 164349807016033 @ 127, 213, -157
179239857752953, 219723496959685, 215932689339132 @ 267, 162, -144
294244086677130, 410455313332949, 281499307955869 @ 36, -215, 8
330865502614370, 195974965806669, 230157215844909 @ -74, 155, 60
327501872994905, 354937038494586, 417806496377745 @ 51, -63, -73
220677608132279, 219530340855516, 165162813310124 @ -63, 243, -12
199508160008290, 260937173277454, 225778418142605 @ 174, -21, -109
211675660501815, 269791353241949, 182635587216685 @ 183, 34, 195
302755614869610, 348006026624481, 213105057500775 @ -94, -226, 42
304542995872071, 9362593767668, 462600225099186 @ 89, 307, -90
204905076116520, 214681292465789, 120750606529441 @ 36, 370, 455
307070817798451, 95047951758539, 186756723190757 @ 85, 220, 195
200293641494178, 151440322731273, 339954068188257 @ 194, 189, -31
290787289147497, 506733169073744, 500479218844495 @ 23, -425, -423
253190006195106, 152856679937306, 405550882507783 @ 110, 203, -171
506326370214621, 386248552699754, 534403580474488 @ -145, -95, -196
296593231327580, 243180073109239, 308926025446115 @ -8, 60, -103
339186622697190, 171724899854129, 416807381776375 @ 64, 134, -22
405903747916470, 252395832415979, 270877204795435 @ -52, 53, 86
327027526481886, 266764518913517, 257476956763669 @ -27, 21, 40
278536412820174, 176489176170645, 217800628359249 @ 68, 168, 119
356072314841627, 413142891992350, 424826457519923 @ 15, -133, -87
403629392790088, 306631092312491, 266815111954797 @ -36, -8, 99
360704884562151, 260098967051933, 192455750071948 @ -11, 42, 176
278600352075618, 286849416575521, 174644009831417 @ -70, -84, 128
197145491605410, 247991253870449, 181719874558225 @ 161, -8, -111
357630143280750, 342981439901699, 178990293128869 @ -24, -75, 189
418140704240130, 178878993033089, 254976245994625 @ -42, 135, 118
191537613659010, 296901933284619, 238973360227235 @ 206, -109, -64
251250317049884, 342364698818618, 375149975146160 @ 132, -59, -48
249580803401840, 262476177180933, 194655295156139 @ -29, -28, 14
346927833316722, 296630154864065, 317808743635969 @ -15, -13, -10
318119851570609, 267175537604062, 373326486739534 @ 79, 41, 10
371943258073032, 375606760501958, 467849771432572 @ -16, -99, -160
193041400251950, 284286801840653, 259815075990769 @ 201, -83, -161
432656446036060, 324067817236989, 343462391335690 @ -120, -46, -32
325134253843586, 181909849518821, 343763392792381 @ 78, 124, 49
368232440638944, 265736449243829, 351337123754557 @ 13, 40, 13
289651738361760, 258396906394689, 273459565875815 @ 11, 30, -24
384508910077527, 254296230069161, 319393854443734 @ -83, 46, -26
532443771311696, 240241487921271, 457321411501440 @ -140, 68, -78
