41018,2801,79142
71326,44713,148
44366,75962,75518
76159,50010,1683
91102,60365,2504
83725,14415,31853
6191,77194,18646
83996,8585,51125
81761,34543,18144
39409,72210,54677
6659,6559,1177
10138,59626,97437
12769,77466,22239
88614,6374,61921
50072,16946,90217
7719,39164,26786
42196,52184,14975
1138,13989,43470
71203,50516,13216
65885,93230,54780
62332,11150,85295
42261,83520,275
61492,53648,38043
15979,7309,58196
43524,5000,77345
51267,60927,73009
55683,76195,37467
30906,65445,42403
85473,82541,3572
94912,88736,32546
83789,68493,45908
64510,65820,30
69203,9362,10869
94040,60271,20461
43625,34204,33505
63575,88702,4977
70121,48830,36691
55723,79501,99011
41629,80106,53148
99544,50443,47588
2119,84380,66191
64942,22236,17281
84107,43488,79368
57009,53601,33610
16400,89289,84429
70075,66520,48563
62956,58966,96568
83244,89323,65962
77262,73002,10818
23679,82298,33417
65951,27018,99133
28811,80658,95721
4289,9270,68504
44861,24577,32515
84392,60604,1975
79634,2398,50806
78700,18535,27360
49625,65464,67725
83643,51104,90128
11630,38059,28520
6753,77518,24835
40937,82326,2511
24369,14125,46414
60389,62478,14445
59315,34618,9151
67993,18862,82413
64341,45954,21944
40657,79814,75406
31787,47369,20016
3609,78684,51153
58850,55789,63520
28223,23107,70792
8397,34100,65270
66285,45864,60753
99215,92967,91580
14758,90533,54079
59297,57009,20354
38032,51337,67653
56781,85039,62494
3366,73432,56755
35601,69109,60041
26343,88750,18263
18187,56583,28157
47865,26586,88961
68152,58031,78177
56843,97545,73860
26701,42256,76259
75756,57420,76305
80143,80769,96895
97382,67546,57737
64791,15094,46580
26604,18933,18804
25026,84856,58481
32098,19063,58480
92035,63952,46240
92070,93601,86310
91297,62631,13266
69901,90181,28195
67467,5958,52383
48766,50285,2913
29750,50344,9133
72782,31395,39114
50585,61780,89977
22586,52414,60531
60329,6760,81751
79164,3546,26782
64968,46470,99662
35367,38454,96411
81977,35081,79882
22668,82983,52920
83586,96860,83440
38159,90821,69814
14992,25809,13324
70220,56236,71048
26916,20503,622
86414,48899,46316
50791,29297,19408
31208,92100,7285
61464,80377,22404
22175,8470,2568
15507,28040,30670
93984,91986,66795
15690,36139,78681
87380,22453,75907
92703,87271,25365
92460,68322,11833
47006,25277,6667
46386,76070,20010
15680,65362,24029
75902,87752,3786
62871,57586,47462
69506,39068,74982
74122,64318,90126
73671,41400,62400
22168,2096,17159
52895,94977,95473
74380,76865,17986
5057,92333,28142
82440,97663,85137
82697,45180,98059
11867,26089,74434
66198,73190,56317
62102,14548,29108
7305,77125,26192
21058,12182,65677
32294,10187,66115
13656,24420,57737
54642,50869,91425
49746,48929,52613
86857,78005,86384
49224,7486,24482
20199,86536,29549
94326,40155,46718
41067,10724,9181
79283,87139,25958
84164,53518,23175
40439,68398,6289
37563,23328,88389
61242,51186,33807
75602,57518,43669
84824,28901,76907
64125,25905,15020
59358,2979,47846
50466,67017,77952
84,80818,98749
95289,26295,3810
80085,11641,51221
55957,504,44515
22666,23268,41379
63075,28347,32987
17095,65936,64433
13013,29795,107
48014,59855,39117
52934,1682,65562
53501,16619,27286
13402,24134,68331
55734,45013,38355
66018,58407,25996
71868,44602,26998
29233,31086,25311
35941,16626,44430
64531,54330,20199
97851,61760,51586
6781,41743,89271
67925,99728,68009
71105,91881,33555
94361,24326,93066
29038,32816,31402
9687,7717,28556
65604,43049,64900
59241,69782,91540
2794,91837,47514
86127,92584,20218
70780,9957,2788
1022,22949,83603
56351,74366,64327
32183,80739,89487
41064,73945,1955
50603,19132,55134
28099,85453,52896
21331,32435,6045
32878,49943,5772
48896,67183,56065
18396,29202,54529
29007,41694,31177
99112,9035,97064
54728,95980,93390
56914,98459,3307
82694,40603,40836
90416,79106,62431
77726,58983,7042
73448,35968,32951
97083,32396,42445
80018,618,70923
27461,95471,53475
25810,53914,55570
93758,76909,21638
42074,44550,98463
13834,87925,74200
37069,52155,84094
43478,19628,63838
83410,83537,55921
51405,4434,35162
83866,88521,69503
27170,51012,48398
49763,9601,87382
39917,56656,60050
95505,75774,36118
94344,20389,3449
36920,75882,11673
78465,38537,92190
12289,68022,13084
58378,2130,17030
38584,91589,54820
46261,81854,49779
83056,49754,84969
34093,19800,14793
52488,54010,14245
59413,81935,55705
82765,9046,68341
19735,4479,62886
57690,67139,61545
12204,12964,41964
7601,4855,80877
1772,79671,23751
24628,80004,14515
90404,86931,39432
68554,79473,13613
14229,89495,55590
48129,9254,29470
21848,75095,54457
95317,9895,71259
85388,86660,87380
17163,68732,1072
9995,35039,15712
76224,85825,78223
22826,68942,40360
85770,65493,31987
95072,91044,8035
71827,82957,94183
15578,49168,85087
61641,87650,2324
55680,39033,27708
29395,14450,70421
10953,95468,87128
23714,78446,36536
13831,70273,27634
2535,73972,51027
67502,21783,82188
51692,85318,21245
36359,78203,26325
8566,73493,68579
8106,8988,46701
49350,88443,63142
44496,69989,35081
79907,57673,55780
34311,15065,67330
62932,44299,14191
96339,5956,90317
33240,84667,39178
99934,88441,23094
96297,44135,7937
99721,35127,38154
69729,76441,61700
36714,36831,48526
57883,50707,2698
37651,50305,5032
64062,97765,3046
34322,59089,52916
10941,79045,75298
47818,10047,48680
12072,44896,3606
49492,66112,43980
30373,43476,38938
3586,46658,13544
67135,91639,66252
64077,85216,87054
15784,72326,66071
75970,10344,61075
95363,77853,82031
75604,66959,67805
84490,33217,37133
8793,8785,89120
50856,92682,84159
26767,96878,52155
87739,75182,94131
50224,14762,271
77762,91011,56808
92379,82841,53833
53767,15119,37708
7392,18757,84545
99187,56833,41443
90717,36904,54099
99917,39828,3834
21849,15132,2578
78505,41045,91508
90316,84936,61556
10248,72803,19292
75003,35417,83293
18546,55617,25063
80907,64809,88054
15101,33696,31513
45731,5385,83179
31868,61220,99555
46812,9423,83464
90035,54249,85717
62732,31767,15820
155,70106,18554
49476,8081,58423
71032,83366,14885
52073,28887,5511
34789,67436,67392
75762,44216,23930
54776,34096,36249
50224,33930,64064
99267,21801,52823
2472,27562,67802
12488,22327,2149
48318,30862,72985
47576,51705,93114
1190,5794,77009
33717,32071,65847
13636,58639,87814
31843,81368,5018
11866,99165,53982
64872,41643,77047
21861,84486,96529
45246,99165,34247
79524,53645,2707
18942,9720,70142
9227,36141,33467
97193,79561,62233
99683,18096,49095
50613,19614,96559
59012,14447,74093
47771,9654,63978
37966,75068,81383
3904,87993,37228
98048,24424,69020
79262,19365,46857
55165,41453,90563
93781,45608,12283
56794,29247,35668
30938,55987,67595
56152,82581,34233
42463,50545,87513
12528,99789,78926
25486,61005,70825
88368,84553,77170
60544,56049,95078
96934,72280,97749
32647,2770,76361
90615,16927,1304
15849,4942,28982
75235,49870,90713
38374,31395,39401
56299,8923,60841
33567,90028,12450
48452,69598,61633
61652,51988,36470
46321,3852,55042
2178,6411,38250
58671,75588,56273
11073,44518,75200
8235,50213,32471
45115,28012,57389
90644,80535,16220
29166,90043,65462
21118,15279,43447
49523,90620,94397
23887,91480,97955
54489,53868,49613
4668,29906,36172
45701,19959,79125
46440,40963,87672
67413,47297,44904
94240,50768,18367
46517,81080,13680
92635,13314,71853
67213,15431,65329
52241,38482,90611
79375,17871,29943
63638,82658,63809
30722,48622,76659
41352,29901,6004
31488,15716,16230
77750,55066,34281
48429,60715,57732
69289,13436,56372
66750,56955,37667
36930,13689,30580
33271,81903,87448
32231,81123,59725
9219,52154,9889
96255,48745,59155
76309,83093,56652
53393,46243,47703
9201,94540,13533
76995,83998,99573
26634,76673,80994
84947,81580,57721
53546,37923,56231
78907,17214,38634
56015,7707,30810
43254,37188,68350
1413,84946,45121
78111,59836,21547
60273,56805,55119
65019,6842,58053
98611,21454,40471
88822,9273,41856
45620,49961,51299
37176,26584,15324
37855,88897,12957
42570,95458,96365
47660,73412,32900
39921,18262,84985
47001,15139,97997
7073,18493,56871
40670,95769,77849
48587,3696,4827
54129,373,43326
24253,51469,93336
80905,56101,93500
2551,64935,79176
24471,1181,37028
11614,77930,41213
77543,905,41475
86494,25272,28260
16760,82910,57881
65942,88091,6384
93833,12595,57934
40195,38048,54891
39873,41514,62524
5484,20218,90972
66977,72809,96264
38509,7511,60372
68201,70441,44708
73803,68206,852
60013,58991,84738
16271,91820,62149
69626,5177,50545
11210,34580,52448
7218,31101,64401
30790,83547,48260
85555,69451,12001
42280,46641,2683
70189,21083,45093
31602,58247,31359
50254,29827,48408
27739,72762,54696
26276,32633,88870
85292,57638,45980
90667,52853,30142
58662,39738,4760
20576,85290,13074
10346,43584,38063
52084,74616,21836
91647,34557,37924
39306,44349,57008
32931,64670,58353
6613,18177,39974
67481,45551,75650
90428,48740,38146
34376,66603,86496
55284,59214,46847
62599,19414,85947
33920,56034,6590
91567,93950,82304
61885,83585,38852
23884,95222,54555
19348,7525,17634
37144,80783,89815
44339,86224,64183
84089,43732,87193
42630,7512,22263
69287,80719,78807
77586,6106,67887
85345,1471,6046
79407,29005,10210
76671,85473,26256
6461,68945,57487
20233,40210,44580
45209,73343,31075
95874,19430,90595
52762,21628,23497
19935,78758,29112
20461,68031,47110
59806,64767,31770
66569,96581,21284
91730,20547,35118
43001,19937,14043
69103,19609,97867
15481,17801,54696
48050,12101,21618
17472,83802,41489
93369,94531,77449
83227,64757,40203
31247,4139,85584
55633,37078,19236
74914,37285,55265
13231,19945,29124
76604,62168,71189
72652,40453,56583
48323,11447,64150
44338,44253,22723
26428,60530,82257
84938,10588,60758
26421,62374,30617
41528,73434,24106
46596,13026,13956
83842,93928,81886
63983,80804,56114
62913,99466,87609
3058,87444,34871
55390,14850,97513
21609,76401,60954
34324,59633,32435
39664,77025,76443
88240,42604,20427
94462,38246,19977
77018,64506,9731
212,44961,63883
26131,92176,51949
3023,3990,271
35290,29266,34379
38029,70453,94900
69759,31114,7331
9563,39923,21116
92140,31101,59868
56148,87802,19661
8135,27222,7194
3819,25458,61984
25410,24050,52076
55528,83207,29876
26817,48667,7541
13316,13908,92480
31812,84444,22280
51849,73408,41104
12283,97600,33786
68046,76641,96255
20516,38617,54466
33753,54096,43098
36462,17638,38200
4855,26324,80073
8713,80284,75783
42542,73316,47088
29480,19370,43454
32505,29565,222
98726,97993,24
6783,9864,97270
76426,13011,50285
42979,70154,25076
13396,24560,67099
61592,8656,1522
1885,58550,65202
76502,20524,49760
28559,19682,30177
72392,90353,47668
25603,99705,59955
47496,1845,67146
32549,10328,93384
93242,63172,94537
86070,89059,48209
57737,1805,37059
93141,79744,62613
16208,1286,80305
63112,70750,16678
17427,64522,7565
54223,24455,22689
55271,31128,10435
63652,97638,193
52057,67260,76404
72725,53539,39287
42783,97079,39497
80304,72929,38652
85386,62881,76991
44624,29751,32999
52428,98060,65708
65215,14739,92742
34214,96028,26186
46363,81220,14335
46703,42013,7509
88830,72103,96864
38876,6502,877
79813,68307,13372
34693,77388,24653
90656,76869,25291
80275,13211,71685
76373,35884,12228
15617,45841,10975
